customer_id,gender,age,car_model_year,annual_premium,total_loss,loss_ratio
135,Female,36,2025,1355.85,0.0,0.0
136,Male,63,2025,1391.87,1177.47,0.846
137,Male,21,2015,2382.12,762.41,0.3201
138,Female,23,2021,1886.07,4705.06,2.4946
139,Male,38,2023,1413.49,0.0,0.0
140,Female,67,2024,1520.45,4563.66,3.0015
141,Female,37,2004,1614.64,8647.44,5.3556
142,Male,37,2012,1635.41,398.58,0.2437
143,Male,22,2012,2087.76,846.28,0.4054
144,Male,51,2015,1669.0,1172.01,0.7022
145,Male,51,2008,1668.94,0.0,0.0
146,Male,49,2016,1454.07,0.0,0.0
147,Female,32,2020,1412.06,0.0,0.0
148,Male,31,2017,1788.0,0.0,0.0
149,Male,24,2020,1759.11,0.0,0.0
150,Male,41,2004,1492.18,3121.59,2.092
151,Female,27,2024,1771.58,0.0,0.0
152,Male,25,2025,1553.99,0.0,0.0
153,Male,34,2019,1415.83,0.0,0.0
154,Male,34,2024,1296.42,0.0,0.0
155,Female,33,2006,1651.68,1537.67,0.931
156,Male,45,2022,1693.26,796.85,0.4706
157,Female,40,2006,1375.58,960.15,0.698
158,Female,36,2015,1330.98,0.0,0.0
159,Male,42,2012,1445.63,0.0,0.0
160,Female,28,2018,1605.55,0.0,0.0
161,Male,41,2012,1681.31,365.39,0.2173
162,Female,41,2019,1494.92,0.0,0.0
163,Female,21,2014,2120.7,0.0,0.0
164,Female,51,2023,1538.38,3751.59,2.4387
165,Male,29,2019,1505.88,342.3,0.2273
166,Female,41,2009,1311.03,0.0,0.0
167,Male,53,2013,1700.47,0.0,0.0
168,Male,51,2023,1343.41,0.0,0.0
169,Male,40,2014,1265.21,0.0,0.0
170,Female,35,2017,1273.63,769.41,0.6041
171,Female,51,2020,1304.52,3224.71,2.472
172,Male,48,2013,1386.81,0.0,0.0
173,Male,32,2012,1346.16,5890.31,4.3756
174,Male,30,2016,1406.15,0.0,0.0
175,Female,18,2009,1853.29,2027.65,1.0941
176,Male,41,2011,1609.87,0.0,0.0
177,Female,39,2003,1221.96,3054.19,2.4994
178,Male,53,2012,1511.72,4964.72,3.2842
179,Female,44,2012,1459.27,0.0,0.0
180,Male,56,2025,1284.27,0.0,0.0
181,Male,31,2018,1558.45,0.0,0.0
182,Male,53,2022,1158.64,538.67,0.4649
183,Female,33,2003,1410.46,0.0,0.0
184,Female,49,2005,1438.89,0.0,0.0
185,Male,22,2023,2061.45,1272.39,0.6172
186,Female,42,2019,1314.51,0.0,0.0
187,Female,18,2009,2518.63,1623.06,0.6444
188,Female,36,2014,1248.94,2243.66,1.7965
189,Female,45,2017,1131.73,0.0,0.0
190,Male,33,2023,1564.53,0.0,0.0
191,Male,27,2003,1614.31,0.0,0.0
192,Female,50,2019,1374.27,0.0,0.0
193,Female,38,2021,1134.52,0.0,0.0
194,Female,34,2025,951.68,0.0,0.0
195,Male,40,2022,1292.34,0.0,0.0
196,Male,71,2011,2062.36,0.0,0.0
197,Female,53,2021,1103.95,0.0,0.0
198,Female,53,2022,1314.82,0.0,0.0
199,Female,45,2021,1353.54,0.0,0.0
200,Female,41,2023,1072.53,0.0,0.0
201,Female,18,2024,1720.77,0.0,0.0
202,Male,31,2005,1860.48,0.0,0.0
203,Male,34,2005,1711.59,0.0,0.0
204,Female,18,2022,1755.5,0.0,0.0
205,Female,26,2010,1696.03,11949.08,7.0453
206,Male,18,2003,2212.54,6646.91,3.0042
207,Male,39,2014,1630.46,0.0,0.0
208,Female,49,2023,1365.6,0.0,0.0
209,Male,53,2006,1610.73,0.0,0.0
210,Male,44,2020,1405.45,0.0,0.0
211,Female,28,2000,1614.82,0.0,0.0
212,Female,18,2006,1847.83,0.0,0.0
213,Female,18,2013,1915.59,2120.79,1.1071
214,Male,24,2004,2332.19,6688.39,2.8679
215,Female,29,2023,1563.28,0.0,0.0
216,Male,38,2023,1449.52,0.0,0.0
217,Male,27,2021,1590.81,1048.04,0.6588
218,Female,44,2010,1584.58,0.0,0.0
219,Female,37,2017,1191.11,0.0,0.0
220,Female,40,2008,1600.45,0.0,0.0
221,Female,53,2011,1290.81,1245.57,0.965
222,Female,25,2017,1699.98,0.0,0.0
223,Male,45,2021,1356.4,0.0,0.0
224,Male,39,2005,1285.91,2866.75,2.2294
225,Male,35,2012,1607.57,0.0,0.0
226,Male,50,2024,1417.73,0.0,0.0
227,Female,50,2015,1282.64,0.0,0.0
228,Male,28,2025,1435.07,4187.36,2.9179
229,Female,37,2025,1180.85,0.0,0.0
230,Female,43,2017,1062.0,0.0,0.0
231,Female,36,2011,1070.16,5688.09,5.3152
232,Male,47,2022,1517.42,841.98,0.5549
233,Female,43,2007,1338.95,0.0,0.0
234,Male,61,2010,1994.3,0.0,0.0
235,Male,21,2022,2213.65,3520.21,1.5902
236,Female,38,2015,1554.63,0.0,0.0
237,Male,29,2009,1661.03,0.0,0.0
238,Male,47,2020,1152.8,0.0,0.0
239,Female,20,2021,1625.32,0.0,0.0
240,Male,44,2006,1520.44,5872.85,3.8626
241,Female,32,2011,1068.97,0.0,0.0
242,Female,31,2010,1348.68,0.0,0.0
243,Female,22,2014,1929.96,331.88,0.172
244,Male,34,2022,1168.86,0.0,0.0
245,Male,53,2021,1216.89,2016.82,1.6574
246,Female,39,2020,1243.94,0.0,0.0
247,Male,47,2000,1744.83,0.0,0.0
248,Female,59,2007,1329.21,0.0,0.0
249,Female,43,2010,1457.38,0.0,0.0
250,Female,33,2011,1420.78,0.0,0.0
251,Male,45,2007,1583.32,971.08,0.6133
252,Male,33,2015,1356.88,0.0,0.0
253,Female,33,2004,1302.07,0.0,0.0
254,Male,21,2021,2303.5,4586.27,1.991
255,Male,51,2022,1427.28,0.0,0.0
256,Female,35,2018,1431.63,0.0,0.0
257,Female,42,2005,1475.56,0.0,0.0
258,Female,27,2024,1373.65,0.0,0.0
259,Female,45,2025,1258.88,3735.07,2.967
260,Male,30,2009,1261.4,2914.87,2.3108
261,Female,38,2021,1117.42,0.0,0.0
262,Female,50,2023,1130.77,0.0,0.0
263,Male,49,2017,1355.85,0.0,0.0
264,Male,39,2012,1366.38,4262.52,3.1196
265,Female,18,2016,1992.08,2238.03,1.1235
266,Female,75,2017,1657.39,0.0,0.0
267,Female,60,2014,1702.37,6251.8,3.6724
268,Female,48,2024,1514.81,0.0,0.0
269,Male,30,2021,1186.69,0.0,0.0
270,Male,38,2010,1551.81,0.0,0.0
271,Female,33,2018,1319.73,147.25,0.1116
272,Female,55,2020,1270.19,0.0,0.0
273,Female,43,2007,1300.9,1834.8,1.4104
274,Female,30,2013,1246.89,0.0,0.0
275,Male,34,2024,1343.08,0.0,0.0
276,Male,53,2018,1272.06,0.0,0.0
277,Female,59,2009,1453.18,0.0,0.0
278,Female,58,2006,1437.36,0.0,0.0
279,Female,49,2017,1333.83,2788.61,2.0907
280,Female,36,2018,1176.79,0.0,0.0
281,Female,18,2013,2021.91,0.0,0.0
282,Male,43,2019,1266.92,0.0,0.0
283,Male,39,2004,1648.67,1540.85,0.9346
284,Male,41,2007,1787.02,0.0,0.0
285,Female,40,2018,1334.75,4650.39,3.4841
286,Male,24,2003,2451.76,0.0,0.0
287,Male,46,2024,1418.73,0.0,0.0
288,Female,47,2007,1254.39,1576.34,1.2567
289,Male,48,2020,1609.9,0.0,0.0
290,Female,51,2014,1215.01,0.0,0.0
291,Male,47,2014,1596.12,0.0,0.0
292,Male,35,2022,1442.94,0.0,0.0
293,Female,39,2017,1196.55,5291.97,4.4227
294,Male,41,2021,1495.24,2026.66,1.3554
295,Male,41,2017,1491.13,0.0,0.0
296,Female,51,2018,1546.65,0.0,0.0
297,Female,47,2022,1267.24,0.0,0.0
298,Male,64,2019,1511.66,1196.22,0.7913
299,Female,66,2019,1342.2,0.0,0.0
300,Male,40,2022,1108.58,0.0,0.0
301,Male,18,2025,1819.4,0.0,0.0
302,Female,54,2014,1320.92,0.0,0.0
303,Female,33,2018,1334.89,0.0,0.0
304,Female,30,2005,1276.24,0.0,0.0
305,Female,35,2013,1339.99,0.0,0.0
306,Female,34,2015,1421.45,0.0,0.0
307,Male,47,2023,1416.75,2796.95,1.9742
308,Male,21,2017,1676.56,1789.95,1.0676
309,Female,27,2021,1548.4,0.0,0.0
310,Male,44,2001,1628.09,1944.82,1.1945
311,Male,47,2016,1409.4,862.13,0.6117
312,Male,47,2024,1001.43,0.0,0.0
313,Male,30,2010,1757.69,0.0,0.0
314,Female,28,2002,1792.01,6983.0,3.8967
315,Female,33,2015,1138.17,0.0,0.0
316,Female,42,2021,1304.79,1934.15,1.4823
317,Male,57,2016,1485.43,0.0,0.0
318,Male,18,2016,2336.71,855.25,0.366
319,Male,37,2020,1331.22,0.0,0.0
320,Male,24,2011,2197.54,0.0,0.0
321,Female,20,2021,1706.3,1676.43,0.9825
322,Female,51,2007,1546.45,1812.89,1.1723
323,Female,46,2014,1251.97,0.0,0.0
324,Male,45,2020,1251.08,0.0,0.0
325,Female,51,2023,1220.47,0.0,0.0
326,Female,34,2022,1090.8,0.0,0.0
327,Female,34,2021,1459.08,0.0,0.0
328,Female,66,2013,1801.11,0.0,0.0
329,Male,37,2006,1519.3,0.0,0.0
330,Male,48,2009,1330.63,645.32,0.485
331,Male,40,2023,1371.77,0.0,0.0
332,Female,18,2023,1695.86,0.0,0.0
333,Male,18,2025,2099.95,921.16,0.4387
334,Male,33,2004,1494.87,3389.69,2.2675
335,Male,52,2017,1497.76,0.0,0.0
336,Male,49,2020,1389.42,0.0,0.0
337,Female,50,2021,1172.55,0.0,0.0
338,Female,28,2019,1514.87,0.0,0.0
339,Male,59,2022,1460.61,2056.43,1.4079
340,Male,28,2013,1719.83,0.0,0.0
341,Male,42,2008,1575.56,6799.4,4.3155
342,Male,39,2009,1410.0,1217.45,0.8634
343,Male,37,2000,1877.58,0.0,0.0
344,Male,56,2013,1637.49,0.0,0.0
345,Male,31,2005,1541.06,0.0,0.0
346,Female,23,2012,1986.44,0.0,0.0
347,Female,40,2019,1468.33,0.0,0.0
348,Male,35,2024,1162.88,0.0,0.0
349,Male,75,2023,1759.12,0.0,0.0
350,Female,48,2010,1336.9,0.0,0.0
351,Male,35,2007,1856.15,0.0,0.0
352,Female,27,2009,1655.4,3560.56,2.1509
353,Female,18,2025,1959.31,1299.5,0.6632
354,Male,27,2018,1492.59,3652.63,2.4472
355,Male,41,2008,1365.57,807.47,0.5913
356,Female,57,2023,1200.01,1245.99,1.0383
357,Male,53,2014,1505.61,2717.13,1.8047
358,Female,42,2024,1152.38,0.0,0.0
359,Female,36,2011,1507.88,0.0,0.0
360,Female,43,2014,1329.88,0.0,0.0
361,Male,33,2017,1124.77,0.0,0.0
362,Female,60,2024,1409.69,0.0,0.0
363,Male,37,2023,1209.98,0.0,0.0
364,Female,38,2018,1253.76,0.0,0.0
365,Female,18,2010,2372.09,12670.17,5.3414
366,Male,37,2014,1727.16,0.0,0.0
367,Female,50,2025,1130.94,1002.38,0.8863
368,Female,27,2019,1564.84,0.0,0.0
369,Male,30,2022,1268.5,796.37,0.6278
370,Male,49,2015,1409.88,0.0,0.0
371,Male,22,2017,1934.84,896.37,0.4633
372,Male,52,2015,1201.23,0.0,0.0
373,Male,33,2021,1371.12,0.0,0.0
374,Female,35,2023,1264.21,2169.33,1.716
375,Male,26,2017,1523.87,0.0,0.0
376,Male,44,2016,1592.17,0.0,0.0
377,Female,69,2013,1444.23,0.0,0.0
378,Male,49,2008,1460.95,1893.66,1.2962
379,Female,29,2025,1452.66,1018.53,0.7011
380,Male,53,2012,1267.06,1357.84,1.0716
381,Male,36,2022,1464.39,0.0,0.0
382,Female,56,2021,1207.02,0.0,0.0
383,Female,49,2022,1366.19,0.0,0.0
384,Female,18,2025,1964.13,9327.26,4.7488
385,Female,27,2019,1574.06,0.0,0.0
386,Female,51,2024,1115.79,0.0,0.0
387,Male,41,2008,1365.21,0.0,0.0
388,Male,27,2019,1368.59,0.0,0.0
389,Female,32,2022,1380.31,0.0,0.0
390,Female,18,2011,2004.92,0.0,0.0
391,Female,38,2021,1182.24,0.0,0.0
392,Male,66,2022,1457.41,0.0,0.0
393,Male,49,2023,1470.51,0.0,0.0
394,Female,66,2012,1644.75,0.0,0.0
395,Male,50,2020,1434.0,0.0,0.0
396,Female,52,2012,1475.69,0.0,0.0
397,Female,63,2021,1408.28,921.63,0.6544
398,Male,44,2016,1479.35,0.0,0.0
399,Female,37,2019,1314.83,0.0,0.0
400,Female,52,2015,1343.99,0.0,0.0
401,Male,57,2008,1677.94,2313.94,1.379
402,Female,34,2008,1497.0,0.0,0.0
403,Male,31,2004,1479.69,623.63,0.4215
404,Female,41,2019,1354.43,464.69,0.3431
405,Male,49,2023,1359.92,0.0,0.0
406,Female,49,2001,1640.1,1147.94,0.6999
407,Male,22,2004,2328.24,8201.74,3.5227
408,Male,62,2016,1707.78,0.0,0.0
409,Female,32,2021,1249.88,0.0,0.0
410,Male,36,2007,1690.01,4683.21,2.7711
411,Male,29,2011,1661.33,649.46,0.3909
412,Female,72,2010,1701.46,0.0,0.0
413,Female,42,2014,1440.18,0.0,0.0
414,Female,29,2010,1574.37,0.0,0.0
415,Female,50,2013,1675.61,0.0,0.0
416,Male,49,2021,1435.14,825.78,0.5754
417,Male,37,2019,1392.77,0.0,0.0
418,Male,50,2004,1755.63,0.0,0.0
419,Female,30,2019,1224.57,0.0,0.0
420,Female,34,2016,1452.32,2505.74,1.7253
421,Female,18,2024,1918.52,1207.22,0.6292
422,Female,24,2012,2263.58,0.0,0.0
423,Male,61,2021,1428.17,0.0,0.0
424,Male,59,2021,1192.14,0.0,0.0
425,Male,40,2010,1435.97,6286.17,4.3776
426,Female,59,2024,1180.2,0.0,0.0
427,Male,38,2016,1675.37,0.0,0.0
428,Female,37,2020,1551.21,0.0,0.0
429,Male,40,2007,1630.25,0.0,0.0
430,Male,38,2011,1515.15,0.0,0.0
431,Male,37,2018,1355.71,0.0,0.0
432,Female,53,2012,1501.6,0.0,0.0
433,Female,41,2017,1603.04,0.0,0.0
434,Male,48,2014,1729.07,0.0,0.0
435,Male,52,2019,1547.41,0.0,0.0
436,Female,44,2016,1478.95,349.19,0.2361
437,Male,28,2000,2098.78,0.0,0.0
438,Female,23,2020,1835.68,0.0,0.0
439,Female,41,2015,1245.01,1818.34,1.4605
440,Male,37,2013,1479.54,3554.81,2.4026
441,Male,41,2005,1674.91,0.0,0.0
442,Female,39,2009,1222.47,0.0,0.0
443,Male,71,2010,1882.36,3075.0,1.6336
444,Male,24,2024,1744.68,0.0,0.0
445,Female,18,2015,2146.38,880.38,0.4102
446,Female,43,2002,1447.03,3456.62,2.3888
447,Female,35,2007,1507.09,0.0,0.0
448,Female,43,2004,1397.23,0.0,0.0
449,Male,47,2018,1629.32,0.0,0.0
450,Male,55,2008,1295.0,914.7,0.7063
451,Female,21,2017,1997.78,1675.98,0.8389
452,Female,33,2014,1184.9,0.0,0.0
453,Male,45,2022,1274.27,0.0,0.0
454,Female,49,2012,1415.8,0.0,0.0
455,Male,66,2016,1619.9,3383.8,2.0889
456,Male,51,2021,1389.35,3017.4,2.1718
457,Male,39,2015,1473.55,0.0,0.0
458,Male,29,2022,1444.95,0.0,0.0
459,Male,33,2020,1351.22,0.0,0.0
460,Male,32,2015,1456.11,1347.61,0.9255
461,Male,47,2017,1448.17,0.0,0.0
462,Female,43,2025,1192.12,3964.95,3.326
463,Female,24,2020,1978.97,0.0,0.0
464,Female,34,2024,1225.74,0.0,0.0
465,Female,50,2008,1473.89,1319.05,0.8949
466,Male,44,2016,1381.02,1086.73,0.7869
467,Male,46,2024,1173.52,0.0,0.0
468,Female,44,2012,1408.57,0.0,0.0
469,Male,59,2025,1452.49,0.0,0.0
470,Female,42,2005,1554.05,3103.39,1.997
471,Male,35,2024,1204.33,0.0,0.0
472,Female,29,2015,1671.53,0.0,0.0
473,Male,42,2004,1568.22,0.0,0.0
474,Female,18,2024,1886.72,2719.65,1.4415
475,Female,37,2010,1363.78,1860.62,1.3643
476,Female,37,2001,1600.21,0.0,0.0
477,Male,23,2007,2166.63,0.0,0.0
478,Female,28,2020,1390.68,0.0,0.0
479,Female,49,2025,1012.05,0.0,0.0
480,Female,42,2006,1549.06,759.69,0.4904
481,Female,41,2016,1378.82,0.0,0.0
482,Female,43,2008,1506.41,5744.55,3.8134
483,Male,41,2021,1395.6,0.0,0.0
484,Female,54,2006,1361.27,0.0,0.0
485,Female,41,2010,1552.77,0.0,0.0
486,Female,22,2009,2279.99,2925.79,1.2832
487,Male,59,2018,1294.13,0.0,0.0
488,Male,44,2023,1397.72,0.0,0.0
489,Female,32,2017,1430.28,0.0,0.0
490,Female,24,2003,2095.97,0.0,0.0
491,Male,44,2018,1363.28,0.0,0.0
492,Female,38,2022,1309.6,8710.88,6.6516
493,Male,58,2006,1351.12,0.0,0.0
494,Male,35,2004,1445.97,0.0,0.0
495,Male,29,2008,1616.83,0.0,0.0
496,Male,50,2021,1114.23,0.0,0.0
497,Female,51,2018,1441.93,3209.49,2.2258
498,Male,42,2017,1138.02,2028.92,1.7829
499,Female,48,2010,1464.58,0.0,0.0
500,Female,39,2013,1484.23,0.0,0.0
501,Female,42,2025,1164.77,0.0,0.0
502,Female,53,2010,1321.36,289.31,0.2189
503,Male,47,2024,1342.09,1144.53,0.8528
504,Female,37,2018,1301.04,0.0,0.0
505,Female,56,2006,1621.48,0.0,0.0
506,Male,18,2016,1534.86,0.0,0.0
507,Female,64,2025,1198.73,1928.05,1.6084
508,Female,19,2015,2058.24,2980.19,1.4479
509,Female,32,2023,1235.0,3183.67,2.5779
510,Female,39,2011,1507.01,0.0,0.0
511,Female,38,2018,1334.88,0.0,0.0
512,Male,52,2023,1309.22,0.0,0.0
513,Female,27,2024,1354.34,0.0,0.0
514,Female,43,2016,1638.74,0.0,0.0
515,Male,33,2019,1602.56,3616.59,2.2568
516,Male,43,2000,1768.28,0.0,0.0
517,Male,39,2010,1541.28,0.0,0.0
518,Female,41,2011,1477.02,297.85,0.2017
519,Female,33,2005,1611.03,292.08,0.1813
520,Male,33,2011,1577.13,0.0,0.0
521,Female,43,2012,1282.97,1590.82,1.24
522,Male,51,2025,1527.27,1183.02,0.7746
523,Female,32,2020,1303.32,0.0,0.0
524,Female,29,2015,1856.87,0.0,0.0
525,Female,47,2025,1222.46,891.64,0.7294
526,Male,39,2007,1537.22,2949.46,1.9187
527,Male,49,2016,1634.73,0.0,0.0
528,Male,29,2020,1627.41,0.0,0.0
529,Male,18,2003,2407.0,0.0,0.0
530,Female,33,2021,1106.64,1275.19,1.1523
531,Female,30,2005,1586.24,0.0,0.0
532,Female,39,2007,1387.22,0.0,0.0
533,Female,32,2007,1393.86,433.92,0.3113
534,Female,48,2024,1154.83,0.0,0.0
535,Female,36,2020,1327.85,0.0,0.0
536,Female,41,2020,1076.7,0.0,0.0
537,Female,41,2018,1273.37,0.0,0.0
538,Male,42,2012,1645.04,0.0,0.0
539,Male,39,2019,1216.25,0.0,0.0
540,Male,46,2015,1476.61,0.0,0.0
541,Female,30,2007,1367.07,2539.07,1.8573
542,Female,56,2020,1220.65,0.0,0.0
543,Male,37,2006,1854.9,0.0,0.0
544,Female,24,2009,1731.76,1352.75,0.7811
545,Female,42,2023,1322.88,0.0,0.0
546,Male,29,2020,1504.32,0.0,0.0
547,Male,47,2019,1316.0,356.07,0.2706
548,Female,66,2015,1314.07,0.0,0.0
549,Female,30,2014,1460.81,0.0,0.0
550,Female,43,2020,1247.65,2957.32,2.3703
551,Female,18,2021,1765.59,0.0,0.0
552,Female,45,2017,1329.65,0.0,0.0
553,Female,29,2025,1356.5,1539.55,1.1349
554,Female,32,2025,959.92,1431.8,1.4916
555,Female,26,2015,1469.74,831.88,0.566
556,Male,48,2023,1445.94,0.0,0.0
557,Male,52,2017,1206.41,639.77,0.5303
558,Male,40,2017,1265.6,182.39,0.1441
559,Female,29,2003,1669.87,0.0,0.0
560,Female,59,2018,1206.41,0.0,0.0
561,Female,30,2024,1211.01,0.0,0.0
562,Male,18,2022,1734.05,0.0,0.0
563,Male,45,2022,1290.58,0.0,0.0
564,Male,26,2007,1803.63,0.0,0.0
565,Male,51,2013,1578.84,0.0,0.0
566,Female,35,2010,1592.26,0.0,0.0
567,Male,47,2012,1458.99,0.0,0.0
568,Male,56,2018,1670.11,0.0,0.0
569,Female,25,2013,1549.69,0.0,0.0
570,Male,33,2018,1521.31,9965.15,6.5504
571,Male,39,2015,1731.88,0.0,0.0
572,Female,58,2011,1421.13,0.0,0.0
573,Male,32,2005,1386.31,0.0,0.0
574,Female,32,2024,1225.44,3431.07,2.7999
575,Female,45,2000,1464.58,149.85,0.1023
576,Female,33,2000,1517.19,1167.6,0.7696
577,Male,41,2023,1590.53,0.0,0.0
578,Female,21,2025,1527.24,0.0,0.0
579,Male,66,2021,1538.92,0.0,0.0
580,Male,23,2001,2207.97,2489.06,1.1273
581,Male,36,2010,1482.23,0.0,0.0
582,Female,39,2025,1289.38,1821.43,1.4126
583,Male,62,2022,1523.91,0.0,0.0
584,Male,24,2018,1991.21,0.0,0.0
585,Female,63,2010,1456.39,1211.07,0.8316
586,Male,49,2001,1722.01,0.0,0.0
587,Male,45,2001,1954.3,0.0,0.0
588,Male,28,2019,1453.7,0.0,0.0
589,Male,46,2001,1988.35,0.0,0.0
590,Male,31,2025,1451.45,0.0,0.0
591,Male,55,2008,1774.06,0.0,0.0
592,Female,28,2021,1490.85,0.0,0.0
